endpoint	dataset	graph	count
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/eld	12463
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/electrica	7424
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/elig	138
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/elter_cl	6225
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/emap	225478
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/emapa	147225
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/emif-ad	4312
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/endoh	220
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/enm	257636
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/entity	3453
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/envo	120524
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/envs_variables	91
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/envthes	72374
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/eo1	177
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/eol	5276
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ep	1180
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epie	4394
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epilont	873
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epio	32857
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epip	2855
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/episem	8656
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epo	9906
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/epso	16246
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ero	37770
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/esfo	1220
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/eso_c	810
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/esso	12868
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/etanc	336
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ethanc	270
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ethopd	333
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/eupath	68846
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/evi	595
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/evorao	4691
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/evs	405
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/exact	1785
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/exmo	16280
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/exo	2372
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/exon	31
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/extract	113
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/faldo	251
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fall	774
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/falls	529
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fao	2136
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-chrono	6236
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-event-skos	193971
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-event	193971
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-formgenre	40034
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-genreform	47053
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fast-title	897156
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fb-bt	1328152
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fb-cv	52450
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fb-dv	5847
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fb-sp	56062
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fbbi	7465
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fcc1	377
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fdc-gdmt	6512
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fdsajfahsjk	10
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fdt-o	350
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fenics	1519
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fg	784
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fgnhns	41637
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fhho	6571
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fideo	48547
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fire	475
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fish-ast	1682
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fisho	2835
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fit_bit	312
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fix	10551
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fldlb3	100
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/flopo	504566
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/flu	7996
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/flyglycodb	649
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fma	2891929
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fmpm	1445
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fns-h	264043
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/foaf	599
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fobi	40460
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/foodon	484172
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/four-m_vocabs	793
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fovt	536432
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fplx	14321
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/frmo	6907
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ftc	1155233
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/fypo	946126
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/g-prov	3911
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/g4-dsip	176
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/galen	281492
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gallont	12078
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gamuts	537796
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gaz	12904895
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gb	312
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gbol	17652
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gcbo	13199
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gco	41
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gdco	1332
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gdmt	12463
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gdoa	1887
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gecko	1506
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/genai	137
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gender	65
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gene-cds	50497
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/genepio	71150
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/geno	5353
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/geo	308891
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/geosparql	1134
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/geospecies	2273
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gexo	2466411
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gff-m4m	2683
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gffo	101
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gfo-bio	1277
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gfo	654
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gfvo	1350
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/glycocoo	520
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/glycordf	2762
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gml	2007
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gmm	11388
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gmo	17429
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gno	2894047
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/go-ext	962502
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/go-plus	3034840
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/go	1581738
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/goldterms	63666
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gpml	647
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gro-cpd	3596
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gro-cpga	51618
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gro	5283
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gsso	207398
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/gvo	279
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/haauraado	32459
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hamidehsgh	3630
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hancestro	27530
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hao	75151
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/haroreado	32460
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hasco	28021
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hcdr	666
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hcm-d	113
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hcodonont	821
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hcpcs	124190
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hdmponto	4341
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hecon	383
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hed	12506
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/heio	17670
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/helifit	3929
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/henecon	10059
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/henegeo	295110
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hfo	10592
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hgnc-nr	2262473
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hgnc	2342992
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hhear	1255712
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hhearp	28110
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hhearvs	44590
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hino	799186
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hio	6090
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hivcrs	42
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hivhpvfgs	55
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hivhpvschistosom	95
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hivmt	1830
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hl7	111229
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hmis033b	272
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hmislab0115	122
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hoip	317379
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hom	1098
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/home	469
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hoom	3524182
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hord	112711
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hp	394783
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hp_o	1306
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hpio	2316
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hpo	1768
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hra	1988500
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hravs	5303
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hrdo	613614
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hsapdv	7090
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hso	16400
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hspo	2230
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/htn	12078
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hto	14
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hupson	31385
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/hw	650
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/i-adopt	182
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/i2sv	1124
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iaml-mop	6602
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iao	5334
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ibd	1975
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ibio	1975
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ibo	6843
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icd-o-3	22913
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icd10cm	816531
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icd10pcs	1504939
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icd9cm	167596
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icdo	20603
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iceci	22555
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iceo	560596
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icf	33390
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ichom-proms-pcb	1262
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ico	19247
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icps	9729
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/icw	738
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/id-amr	1456
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/idem	197
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/idg_gl	1269
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ido-covid-19	8461
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ido	6761
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/idoden	37347
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/idomal	50237
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/idqa	2506
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ifar	24082
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/illnessinjury	653
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/imgt-ontology	30867
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/imobo	307
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/inbancido	150862
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/inbio	8140
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/inbiodiv	2731
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/incentive-vars	462
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/incentive	462
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/infection_trans	289
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/infrarisk	409
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/injurytypes	97
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ino	4360
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/insecth	1018
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/into	5234
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/intveetype	73
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/intvmode	89
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/inverseroles	3281
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iobc	1962483
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ipd	294
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ird	4333
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/irdg	863
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso-15926-2_2003	3070
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso-annotations	3705
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19108to	501
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19110	919
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115	5750
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115cc	548
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115ci	1227
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115con	441
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115di	522
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115dtc	195
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115ex	309
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115id	1173
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115mi	314
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115pr	1339
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115roles	193
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115srs	358
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso19115tcc	61
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso639-1	1146
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/iso639-2	113137
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ispo	43948
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/issva	1513
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/itemas	2178
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ito	464792
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ixno	1714
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/jerm	2059
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/kgcl	3446
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/kisao	12033
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/koio	39694
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/koro	1210
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ktao	251817
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/labo	3518
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/land-surface	4679
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/landform	4574
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lbo	10602
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lc-carriers	323
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lc-media	111
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lcdgt	62
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lcgft	609717
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/ldbase	3830
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/legalapa	456
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/legalapatest2	456
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/leo	1660
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lepao	34692
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lhn	3343
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lico	2036
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lifo	4621
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lion	822297
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/lipro	901
https://rdfportal.org/bioportal/sparql	bioportal	http://rdfportal.org/dataset/bioportal/loinc	7748063
